area,env,first,floor,house_name,location,name,price,second,title
36,"合租,朝南,有电梯,3/5号线",3,高层(共33层)                                                            ,,"高新区-大寨路 创新路,近大寨路",融侨城(东区一期),800,2,可月付金光门太和时代 融侨城 石墙原户型大次卧 采光特别好
24,"合租,朝南,有电梯,3/5号线",3,高层(共32层)                                                            ,,"高新区-大寨路 大寨路,近丈八北路",铭城(西区),600,2,鱼化寨 恒大城 汉城南路 外事学院 铭城 大寨路 华洲城精装
30,"合租,东南,有电梯,3/5号线",3,高层(共30层)                                                            ,,"高新区-科技路西口 科技路,近高新六路",铂悦,900,2,丈八北路地铁口 唐南香榭 铂悦 次卧 可短租三个月 押一付一
25,"合租,朝南,有电梯,6号线",4,中层(共34层)                                                            ,,高新区-都市之门 太白南路39号,天正幸福里,600,1,短租 都市之门 中投国际 丈八一路 领海大厦 万熙天地 立丰
105.8,"整租,南北,有电梯,6号线",3,高层(共26层)                                                            ,,高新区-都市之门 太白南路39号,天正幸福里,2500,2,锦业路双子塔都市之门 丈八一路地铁口 幸福里 北沈 精装首租
31,"合租,朝南,有电梯",3,低层(共16层)                                                            ,,"高新区-科技西路西段 丈八北路,近科技四路",鸿基新城祥园,650,2,押一付一 新长安广场 软件园 高新医院 腾飞创新中心 环普
30,"合租,朝南,有电梯,3/5号线",3,高层(共33层)                                                            ,,"高新区-大寨路 大寨路,近无名路",晶鑫华庭,900,2,晶鑫华庭 大寨路 拎包入住 东方米兰 晶鑫商业广场 可月付
32,"合租,朝南,有电梯,3号线",3,低层(共26层)                                                            ,,高新区-科技路西口 富鱼路45号,风度天城,860,2,可短租 月付无中介直租 科技路丈八北路地铁口风度天城精装全配
26,"合租,朝南,有电梯,3/5/6号线",3,高层(共15层)                                                            ,,"高新区-高新一中 高新路,近科技一路",枫叶广场(一期),700,2,甘家寨地铁口 含光佳苑高新水晶城枫叶广场枫叶高层糜家桥甘家寨
30,"合租,朝南,有电梯",2,低层(共28层)                                                            ,,高新区-科技四路西段 高新六路43号,绿港花园,750,1,科技四路 绿港花园 主卧阳台 三家合租 和发智能大厦 无中介
32.2,"合租,朝南,有电梯,6号线",3,低层(共33层)                                                            ,,高新区-科技六路 科技七路8号,消防小区,640,2,押一付一 带卫生间6号线 省体育馆地铁口 锦业路 西安软件园
27,"合租,朝南,有电梯,3号线",3,低层(共25层)                                                            ,,"高新区-科技路西口 高新六路,近科技路",米罗蓝山,790,1,丈八北路地铁口 高新医院 米罗蓝山 三室主卧 可做饭 月付
30,"合租,朝南,有电梯,3/6号线",3,中层(共23层)                                                            ,,高新区-高新一中 科技二路,名城天下,900,1,实图实价 可月付 甘家寨地铁口 领先时代广场 木塔寨 沙井村
21,"合租,朝南,有电梯,3/5号线",3,高层(共18层)                                                            ,,"高新区-昆明路 沣惠南路,近昆明路",牡丹庄园,730,1,金光门地铁口 太和时代广场 实墙主卧阳台 金辉国际 融侨城
23,"合租,朝南,有电梯,3/5号线",3,高层(共33层)                                                            ,,"高新区-大寨路 大寨路,近无名路",晶鑫华庭,980,1,可月付 大寨路 高新医院 旭景碧泽园 安琪儿医院 晶鑫华庭
35,"合租,朝南,有电梯,3/5号线",3,高层(共28层)                                                            ,,高新区-大寨路 大寨路99号,恒大城,790,1,月付 主卧大阳台 大寨路十字 新乐城 旭景碧泽园 恒大城
20,"合租,朝南,有电梯",3,中层(共30层)                                                            ,,高新区-鱼化寨 鱼斗路,兴贺佳苑,800,2,科技四路 环普产业园 兴贺佳苑 鱼斗路 雷家寨
20,"合租,朝南,3/5/6号线",5,高层(共7层)                                                            ,,高新区-高新四路 高新四路,天然气公司家属院(高新四路),800,0,天然气公司家属院高新四路800元新西兰大都荟南二环丰庆旺座国
15,"合租,朝南,有电梯,3/5号线",3,中层(共32层)                                                            ,,高新区-科技六路 团结南路18号,盛景园,550,2,团结南路，金光门延平门地铁口，无中介管理费，直租房
30,"合租,朝南,有电梯,3号线",3,低层(共32层)                                                            ,,"高新区-大寨路 科技西路,近丈八北路辅路",金辉高新云璟,580,2,高新云璟 天朗蓝湖树 直租月付 外事学院北校区 凤度天城
23,"合租,朝南,有电梯,6号线",5,低层(共28层)                                                            ,,高新区-科技六路 双水磨路,保利双水磨小区,700,0,科技四路 保利双水磨 押一付一 多套 随时看房 主卧次卧都有
36,"合租,朝南,有电梯,3/5号线",3,中层(共33层)                                                            ,,高新区-科技六路 团结南路18号,盛景园,900,2,可月付 团结南路 盛景园 南向超大卧室带落地全景阳台 空调
25,"合租,朝南,有电梯,6号线",3,中层(共30层)                                                            ,,高新区-科技六路 团结南路,南窑头社区西区,780,1,摩尔中心 唐延路 科技五路 双水磨 软件园附近合租房直租
36,"合租,朝南,有电梯,3号线",3,中层(共33层)                                                            ,,高新区-科技路西口 唐兴路21号,都市春天,900,2,减免一个月租金都市春天 超大南向卧室带落地全景阳台独立洗漱
25,"合租,朝南,有电梯,3号线",4,低层(共12层)                                                            ,,高新区-科技路中段 科技路298号,紫薇臻品,850,2,独卫丈八北路地铁口 高新医院 西安软件园 紫薇臻品 配套齐全
